trainlm,0.78059,0.031509,53.3333,46.6667,46.6667,
trainlm,0.11913,0.036224,93.3333,6.6667,6.6667,
trainlm,0.064006,0.010338,85,15,15,
trainlm,0.049633,0.0092029,90,10,10,
trainlm,0.10286,0.0088935,85,15,15,
trainlm,0.045645,0.0085666,91.6667,8.3333,8.3333,
trainlm,0.052904,0.0084217,88.3333,11.6667,11.6667,
trainlm,0.077848,0.0095087,85,15,15,
trainlm,0.092979,0.0083272,86.6667,13.3333,13.3333,
trainlm,0.15814,0.0086415,86.6667,13.3333,13.3333,
trainlm,0.1233,0.0083906,93.3333,6.6667,6.6667,
trainlm,0.21796,0.0082808,86.6667,13.3333,13.3333,
trainlm,0.067242,0.0098942,55,45,45,
trainlm,0.047832,0.0093868,88.3333,11.6667,11.6667,
trainlm,0.042216,0.0096871,88.3333,11.6667,11.6667,
trainlm,0.042615,0.0091788,70,30,30,
trainlm,0.0419,0.0090375,86.6667,13.3333,13.3333,
trainlm,0.071062,0.0095126,88.3333,11.6667,11.6667,
trainlm,0.15247,0.0095078,93.3333,6.6667,6.6667,
trainlm,0.31209,0.0094833,91.6667,8.3333,8.3333,
trainlm,0.5576,0.0090457,85,15,15,
trainlm,1.034,0.0090568,91.6667,8.3333,8.3333,
trainlm,3.5747,0.0091709,88.3333,11.6667,11.6667,
trainlm,4.6401,0.010629,88.3333,11.6667,11.6667,
trainlm,0.080588,0.011157,61.6667,38.3333,38.3333,
trainlm,0.069082,0.010423,91.6667,8.3333,8.3333,
trainlm,0.0556,0.0098275,80,20,20,
trainlm,0.048432,0.0096805,88.3333,11.6667,11.6667,
trainlm,0.068565,0.011598,86.6667,13.3333,13.3333,
trainlm,0.14635,0.0093904,81.6667,18.3333,18.3333,
trainlm,0.27318,0.012196,85,15,15,
trainlm,0.60914,0.010244,91.6667,8.3333,8.3333,
trainlm,2.8094,0.0095827,93.3333,6.6667,6.6667,
trainlm,4.0205,0.0099841,91.6667,8.3333,8.3333,
trainlm,7.4556,0.010052,88.3333,11.6667,11.6667,
trainlm,24.9001,0.012064,88.3333,11.6667,11.6667,
trainlm,0.063821,0.0098827,56.6667,43.3333,43.3333,
trainlm,0.069288,0.010334,66.6667,33.3333,33.3333,
trainlm,0.061953,0.010451,91.6667,8.3333,8.3333,
trainlm,0.056519,0.010376,83.3333,16.6667,16.6667,
trainlm,0.06061,0.010048,90,10,10,
trainlm,0.14746,0.0097022,81.6667,18.3333,18.3333,
trainlm,0.37441,0.0095184,85,15,15,
trainlm,1.771,0.016785,95,5,5,
trainlm,3.2753,0.010252,90,10,10,
trainlm,12.4904,0.010858,90,10,10,
trainlm,25.7924,0.013385,90,10,10,
trainlm,27.5134,0.013941,91.6667,8.3333,8.3333,
trainbr,0.21508,0.0077392,60,40,40,
trainbr,0.054208,0.0078877,88.3333,11.6667,11.6667,
trainbr,0.045725,0.0072025,85,15,15,
trainbr,0.058919,0.007192,85,15,15,
trainbr,0.095722,0.0073178,83.3333,16.6667,16.6667,
trainbr,0.10115,0.0072487,85,15,15,
trainbr,0.18503,0.0074078,86.6667,13.3333,13.3333,
trainbr,0.24768,0.0076795,83.3333,16.6667,16.6667,
trainbr,0.52008,0.0075153,88.3333,11.6667,11.6667,
trainbr,0.68216,0.0073486,88.3333,11.6667,11.6667,
trainbr,0.6287,0.0080269,85,15,15,
trainbr,1.1212,0.0076131,88.3333,11.6667,11.6667,
trainbr,1.5441,0.0087713,45,55,55,
trainbr,0.081202,0.0086342,86.6667,13.3333,13.3333,
trainbr,0.068234,0.0078636,85,15,15,
trainbr,0.07725,0.0084024,83.3333,16.6667,16.6667,
trainbr,0.085535,0.0080779,86.6667,13.3333,13.3333,
trainbr,0.15381,0.0080432,86.6667,13.3333,13.3333,
trainbr,0.46158,0.0081398,33.3333,66.6667,66.6667,
trainbr,0.99326,0.0082002,33.3333,66.6667,66.6667,
trainbr,2.7684,0.0084839,33.3333,66.6667,66.6667,
trainbr,6.7383,0.0082536,33.3333,66.6667,66.6667,
trainbr,11.8523,0.0084084,33.3333,66.6667,66.6667,
trainbr,22.6183,0.009081,33.3333,66.6667,66.6667,
trainbr,1.51,0.0084779,65,35,35,
trainbr,0.078896,0.0093575,88.3333,11.6667,11.6667,
trainbr,0.0788,0.01003,88.3333,11.6667,11.6667,
trainbr,0.078771,0.009065,88.3333,11.6667,11.6667,
trainbr,0.10756,0.0097973,88.3333,11.6667,11.6667,
trainbr,0.23277,0.0090327,33.3333,66.6667,66.6667,
trainbr,0.85347,0.0087299,33.3333,66.6667,66.6667,
trainbr,3.8827,0.0088344,58.3333,41.6667,41.6667,
trainbr,6.2484,0.0091691,33.3333,66.6667,66.6667,
trainbr,23.627,0.0091869,33.3333,66.6667,66.6667,
trainbr,39.139,0.010591,33.3333,66.6667,66.6667,
trainbr,64.0276,0.01127,33.3333,66.6667,66.6667,
trainbr,0.062103,0.0093149,33.3333,66.6667,66.6667,
trainbr,0.069911,0.0090677,33.3333,66.6667,66.6667,
trainbr,0.072737,0.0092093,33.3333,66.6667,66.6667,
trainbr,0.11779,0.010099,81.6667,18.3333,18.3333,
trainbr,0.12001,0.0093291,86.6667,13.3333,13.3333,
trainbr,0.4303,0.0098582,33.3333,66.6667,66.6667,
trainbr,1.861,0.0096285,33.3333,66.6667,66.6667,
trainbr,8.9525,0.0097532,33.3333,66.6667,66.6667,
trainbr,15.7558,0.0097861,33.3333,66.6667,66.6667,
trainbr,46.6149,0.011502,33.3333,66.6667,66.6667,
trainbr,85.6891,0.012047,33.3333,66.6667,66.6667,
trainbr,153.1943,0.016304,33.3333,66.6667,66.6667,
trainbfg,0.15935,0.0075379,55,45,45,
trainbfg,0.14006,0.0072801,56.6667,43.3333,43.3333,
trainbfg,0.072369,0.0070969,78.3333,21.6667,21.6667,
trainbfg,0.067595,0.0077024,88.3333,11.6667,11.6667,
trainbfg,0.10974,0.0073064,88.3333,11.6667,11.6667,
trainbfg,0.06215,0.0070474,93.3333,6.6667,6.6667,
trainbfg,0.088304,0.0072967,90,10,10,
trainbfg,0.20561,0.0077323,90,10,10,
trainbfg,0.4162,0.0071551,86.6667,13.3333,13.3333,
trainbfg,0.51861,0.0071488,60,40,40,
trainbfg,1.0532,0.0074087,85,15,15,
trainbfg,1.788,0.0074543,88.3333,11.6667,11.6667,
trainbfg,0.050708,0.0081805,61.6667,38.3333,38.3333,
trainbfg,0.046356,0.0082017,33.3333,66.6667,66.6667,
trainbfg,0.092641,0.0082506,85,15,15,
trainbfg,0.069834,0.0097354,55,45,45,
trainbfg,0.089388,0.0088721,93.3333,6.6667,6.6667,
trainbfg,0.55335,0.0080852,90,10,10,
trainbfg,0.9731,0.0078047,95,5,5,
trainbfg,1.3851,0.0082596,60,40,40,
trainbfg,3.5898,0.01138,86.6667,13.3333,13.3333,
trainbfg,26.7824,0.0086683,86.6667,13.3333,13.3333,
trainbfg,52.1604,0.008614,93.3333,6.6667,6.6667,
trainbfg,152.2013,0.0099071,90,10,10,
trainbfg,0.0431,0.0083783,60,40,40,
trainbfg,0.036478,0.0083143,33.3333,66.6667,66.6667,
trainbfg,0.09486,0.0087052,78.3333,21.6667,21.6667,
trainbfg,0.13936,0.0083683,81.6667,18.3333,18.3333,
trainbfg,0.20311,0.0092099,93.3333,6.6667,6.6667,
trainbfg,0.45044,0.0085174,91.6667,8.3333,8.3333,
trainbfg,0.95949,0.0088374,91.6667,8.3333,8.3333,
trainbfg,6.0056,0.0089204,85,15,15,
trainbfg,58.1122,0.009298,60,40,40,
trainbfg,88.0695,0.01021,86.6667,13.3333,13.3333,
trainbfg,116.5857,0.011378,85,15,15,
trainbfg,109.5862,0.013454,91.6667,8.3333,8.3333,
trainbfg,0.051522,0.0092328,60,40,40,
trainbfg,0.068536,0.0089943,33.3333,66.6667,66.6667,
trainbfg,0.13985,0.010484,86.6667,13.3333,13.3333,
trainbfg,0.42857,0.01368,88.3333,11.6667,11.6667,
trainbfg,0.19319,0.0095639,85,15,15,
trainbfg,1.3064,0.0092739,85,15,15,
trainbfg,3.8956,0.0096086,90,10,10,
trainbfg,34.2286,0.0096454,93.3333,6.6667,6.6667,
trainbfg,88.6361,0.010973,95,5,5,
trainbfg,58.4344,0.01102,93.3333,6.6667,6.6667,
trainbfg,133.2339,0.020781,91.6667,8.3333,8.3333,
trainbfg,188.1442,0.014679,96.6667,3.3333,3.3333,
trainrp,0.049281,0.0067793,55,45,45,
trainrp,0.03463,0.006648,83.3333,16.6667,16.6667,
trainrp,0.030262,0.0067292,81.6667,18.3333,18.3333,
trainrp,0.028561,0.0069819,90,10,10,
trainrp,0.03409,0.0067869,85,15,15,
trainrp,0.028084,0.0066619,81.6667,18.3333,18.3333,
trainrp,0.027764,0.0067247,85,15,15,
trainrp,0.028125,0.0074621,83.3333,16.6667,16.6667,
trainrp,0.02914,0.0067093,81.6667,18.3333,18.3333,
trainrp,0.028213,0.0069079,80,20,20,
trainrp,0.026011,0.0075805,85,15,15,
trainrp,0.028732,0.0065659,83.3333,16.6667,16.6667,
trainrp,0.043858,0.0079511,60,40,40,
trainrp,0.040226,0.0074546,80,20,20,
trainrp,0.032944,0.0077389,68.3333,31.6667,31.6667,
trainrp,0.034154,0.007553,78.3333,21.6667,21.6667,
trainrp,0.031659,0.0074045,85,15,15,
trainrp,0.036458,0.0076297,86.6667,13.3333,13.3333,
trainrp,0.036051,0.0081347,81.6667,18.3333,18.3333,
trainrp,0.029925,0.0080966,85,15,15,
trainrp,0.033747,0.007847,86.6667,13.3333,13.3333,
trainrp,0.030591,0.0076562,88.3333,11.6667,11.6667,
trainrp,0.042085,0.010329,80,20,20,
trainrp,0.047735,0.0098474,88.3333,11.6667,11.6667,
trainrp,0.041331,0.0092597,61.6667,38.3333,38.3333,
trainrp,0.05536,0.0092708,83.3333,16.6667,16.6667,
trainrp,0.04709,0.008262,76.6667,23.3333,23.3333,
trainrp,0.034498,0.0084012,81.6667,18.3333,18.3333,
trainrp,0.036647,0.0092144,86.6667,13.3333,13.3333,
trainrp,0.034866,0.0090146,81.6667,18.3333,18.3333,
trainrp,0.038102,0.009416,86.6667,13.3333,13.3333,
trainrp,0.039293,0.0096835,86.6667,13.3333,13.3333,
trainrp,0.034296,0.0085965,86.6667,13.3333,13.3333,
trainrp,0.037144,0.0083094,86.6667,13.3333,13.3333,
trainrp,0.038528,0.0084404,83.3333,16.6667,16.6667,
trainrp,0.033716,0.0086964,58.3333,41.6667,41.6667,
trainrp,0.045881,0.0091127,53.3333,46.6667,46.6667,
trainrp,0.050506,0.0086789,91.6667,8.3333,8.3333,
trainrp,0.039346,0.0089814,76.6667,23.3333,23.3333,
trainrp,0.049277,0.0097288,80,20,20,
trainrp,0.061208,0.0098401,85,15,15,
trainrp,0.043561,0.0094767,91.6667,8.3333,8.3333,
trainrp,0.037742,0.0091136,81.6667,18.3333,18.3333,
trainrp,0.042869,0.0087486,81.6667,18.3333,18.3333,
trainrp,0.042134,0.0089974,95,5,5,
trainrp,0.052877,0.0094145,83.3333,16.6667,16.6667,
trainrp,0.052371,0.0093303,86.6667,13.3333,13.3333,
trainrp,0.030304,0.009132,33.3333,66.6667,66.6667,
trainscg,0.055953,0.0068144,53.3333,46.6667,46.6667,
trainscg,0.029286,0.0069505,31.6667,68.3333,68.3333,
trainscg,0.047663,0.0067325,86.6667,13.3333,13.3333,
trainscg,0.038865,0.0066112,83.3333,16.6667,16.6667,
trainscg,0.055614,0.0067878,83.3333,16.6667,16.6667,
trainscg,0.031796,0.0066498,91.6667,8.3333,8.3333,
trainscg,0.048512,0.0070679,90,10,10,
trainscg,0.041622,0.0075457,91.6667,8.3333,8.3333,
trainscg,0.057358,0.0075829,88.3333,11.6667,11.6667,
trainscg,0.070503,0.0083303,85,15,15,
trainscg,0.058683,0.0077513,88.3333,11.6667,11.6667,
trainscg,0.073114,0.0075442,90,10,10,
trainscg,0.044308,0.0079161,55,45,45,
trainscg,0.033697,0.0084821,33.3333,66.6667,66.6667,
trainscg,0.059478,0.0075107,85,15,15,
trainscg,0.057193,0.0074947,83.3333,16.6667,16.6667,
trainscg,0.053546,0.0076134,91.6667,8.3333,8.3333,
trainscg,0.058633,0.0077984,86.6667,13.3333,13.3333,
trainscg,0.0617,0.0079629,91.6667,8.3333,8.3333,
trainscg,0.058631,0.0077486,90,10,10,
trainscg,0.063765,0.0077407,90,10,10,
trainscg,0.068447,0.0076321,85,15,15,
trainscg,0.072541,0.0080571,88.3333,11.6667,11.6667,
trainscg,0.086377,0.0078582,88.3333,11.6667,11.6667,
trainscg,0.043522,0.0085219,63.3333,36.6667,36.6667,
trainscg,0.030472,0.0081546,33.3333,66.6667,66.6667,
trainscg,0.066575,0.0084489,80,20,20,
trainscg,0.041926,0.0085941,83.3333,16.6667,16.6667,
trainscg,0.060126,0.0085017,88.3333,11.6667,11.6667,
trainscg,0.062788,0.0083496,88.3333,11.6667,11.6667,
trainscg,0.063117,0.0082974,90,10,10,
trainscg,0.063986,0.0084142,91.6667,8.3333,8.3333,
trainscg,0.090106,0.0087,88.3333,11.6667,11.6667,
trainscg,0.049214,0.0087722,88.3333,11.6667,11.6667,
trainscg,0.12553,0.0091477,86.6667,13.3333,13.3333,
trainscg,0.12315,0.0090888,90,10,10,
trainscg,0.052031,0.010602,63.3333,36.6667,36.6667,
trainscg,0.039229,0.0091761,33.3333,66.6667,66.6667,
trainscg,0.10095,0.0092204,86.6667,13.3333,13.3333,
trainscg,0.086933,0.010293,83.3333,16.6667,16.6667,
trainscg,0.05488,0.0093683,81.6667,18.3333,18.3333,
trainscg,0.066066,0.0088923,90,10,10,
trainscg,0.070592,0.0099482,91.6667,8.3333,8.3333,
trainscg,0.076941,0.0089023,95,5,5,
trainscg,0.03712,0.008879,33.3333,66.6667,66.6667,
trainscg,0.076289,0.0095902,90,10,10,
trainscg,0.11581,0.011768,88.3333,11.6667,11.6667,
trainscg,0.11019,0.0095144,88.3333,11.6667,11.6667,
traincgb,0.086948,0.0067956,58.3333,41.6667,41.6667,
traincgb,0.063519,0.006779,58.3333,41.6667,41.6667,
traincgb,0.049097,0.0065952,81.6667,18.3333,18.3333,
traincgb,0.042666,0.0067561,88.3333,11.6667,11.6667,
traincgb,0.054766,0.0072237,85,15,15,
traincgb,0.045459,0.0068436,88.3333,11.6667,11.6667,
traincgb,0.040684,0.0077308,88.3333,11.6667,11.6667,
traincgb,0.062598,0.0067549,86.6667,13.3333,13.3333,
traincgb,0.046631,0.0075925,86.6667,13.3333,13.3333,
traincgb,0.083754,0.0072852,86.6667,13.3333,13.3333,
traincgb,0.053621,0.0070776,90,10,10,
traincgb,0.065733,0.0073876,86.6667,13.3333,13.3333,
traincgb,0.08065,0.0079843,48.3333,51.6667,51.6667,
traincgb,0.052313,0.0075391,65,35,35,
traincgb,0.05855,0.0075841,86.6667,13.3333,13.3333,
traincgb,0.070253,0.0075463,85,15,15,
traincgb,0.053522,0.0075642,90,10,10,
traincgb,0.056033,0.0075808,86.6667,13.3333,13.3333,
traincgb,0.06576,0.0081485,91.6667,8.3333,8.3333,
traincgb,0.2238,0.007652,60,40,40,
traincgb,0.052537,0.0078636,90,10,10,
traincgb,0.072495,0.0077377,83.3333,16.6667,16.6667,
traincgb,0.11766,0.0083825,86.6667,13.3333,13.3333,
traincgb,0.092482,0.0079689,88.3333,11.6667,11.6667,
traincgb,0.04099,0.0083484,60,40,40,
traincgb,0.034138,0.007972,33.3333,66.6667,66.6667,
traincgb,0.062863,0.0083366,91.6667,8.3333,8.3333,
traincgb,0.062416,0.0082759,83.3333,16.6667,16.6667,
traincgb,0.069891,0.0082796,85,15,15,
traincgb,0.079183,0.0082642,88.3333,11.6667,11.6667,
traincgb,0.053154,0.0088579,93.3333,6.6667,6.6667,
traincgb,0.063758,0.0093065,88.3333,11.6667,11.6667,
traincgb,0.10708,0.0084232,60,40,40,
traincgb,0.049116,0.0084172,76.6667,23.3333,23.3333,
traincgb,0.10295,0.0086744,90,10,10,
traincgb,0.11981,0.0085385,91.6667,8.3333,8.3333,
traincgb,0.045137,0.0088286,60,40,40,
traincgb,0.044535,0.0090538,33.3333,66.6667,66.6667,
traincgb,0.074096,0.0089418,78.3333,21.6667,21.6667,
traincgb,0.049682,0.0088977,61.6667,38.3333,38.3333,
traincgb,0.097343,0.0090233,88.3333,11.6667,11.6667,
traincgb,0.085216,0.0090161,90,10,10,
traincgb,0.08665,0.0093994,86.6667,13.3333,13.3333,
traincgb,0.085292,0.0094683,90,10,10,
traincgb,0.08834,0.0096654,93.3333,6.6667,6.6667,
traincgb,0.11096,0.0095464,88.3333,11.6667,11.6667,
traincgb,0.18286,0.010651,90,10,10,
traincgb,0.11412,0.0094082,90,10,10,
traincgf,0.055678,0.006738,58.3333,41.6667,41.6667,
traincgf,0.062378,0.0067289,56.6667,43.3333,43.3333,
traincgf,0.057309,0.0067434,80,20,20,
traincgf,0.035441,0.006607,85,15,15,
traincgf,0.073407,0.0067763,83.3333,16.6667,16.6667,
traincgf,0.058938,0.0075578,88.3333,11.6667,11.6667,
traincgf,0.066966,0.0068322,91.6667,8.3333,8.3333,
traincgf,0.066841,0.007009,86.6667,13.3333,13.3333,
traincgf,0.065321,0.0069952,86.6667,13.3333,13.3333,
traincgf,0.041135,0.0068476,58.3333,41.6667,41.6667,
traincgf,0.056531,0.0071727,86.6667,13.3333,13.3333,
traincgf,0.046361,0.0068989,83.3333,16.6667,16.6667,
traincgf,0.046576,0.0075575,60,40,40,
traincgf,0.072264,0.0075693,58.3333,41.6667,41.6667,
traincgf,0.064192,0.0075189,86.6667,13.3333,13.3333,
traincgf,0.080178,0.0080474,88.3333,11.6667,11.6667,
traincgf,0.055686,0.0075457,85,15,15,
traincgf,0.063846,0.0076345,76.6667,23.3333,23.3333,
traincgf,0.058149,0.0076152,90,10,10,
traincgf,0.10438,0.0076934,61.6667,38.3333,38.3333,
traincgf,0.076911,0.0077275,88.3333,11.6667,11.6667,
traincgf,0.10923,0.0088002,85,15,15,
traincgf,0.086503,0.0078277,86.6667,13.3333,13.3333,
traincgf,0.1158,0.0081283,90,10,10,
traincgf,0.038185,0.0084555,58.3333,41.6667,41.6667,
traincgf,0.033716,0.0082723,33.3333,66.6667,66.6667,
traincgf,0.0562,0.0082765,81.6667,18.3333,18.3333,
traincgf,0.063228,0.0081926,85,15,15,
traincgf,0.057822,0.0082153,86.6667,13.3333,13.3333,
